,chapter,verse,translation,interpretation,orig
3083,26,152,Those who spread corruption on the earth and do not reform,"This verse refers to those who engage in actions that harm and disrupt the balance and harmony on Earth. It condemns those who spread mischief, corruption, and disorder, and do not contribute to the betterment and reform of society. The interpretation emphasizes the importance of maintaining righteousness, peace, and justice, and avoiding any actions that lead to destruction, oppression, or the violation of rights.",الذين يفسدون في الأرض ولا يصلحون
3084,26,153,"They said, 'You are but one of those bewitched,'","This verse suggests that the disbelievers accused the Prophet Muhammad (peace be upon him) of being under the influence of magic or sorcery, dismissing his message as mere deception or illusion. Their accusation stems from their inability or unwillingness to accept the truth he brought, and they resorted to belittling him as a means of rejecting his teachings.",قالوا إنما أنت من المسحرين
3085,26,154,"You are not but a human being like us, so bring us a sign if you should be among the truthful.","This verse is questioning the prophethood of Muhammad (peace be upon him) and demanding a miracle as proof of his truthfulness. The interpretation is that the disbelievers were challenging the Prophet to prove his claim of being a messenger of God by showing them a miraculous sign, since they considered him to be an ordinary human being like themselves.",ما أنت إلا بشر مثلنا فأت بآية إن كنت من الصادقين
3086,26,155,"He said: 'This is a she-camel. For her is a share of water, and for you is a share of water on an appointed day.'","This verse is interpreted as a message from the Prophet Salih to his people, the Thamud. He presents the she-camel as a sign from Allah, and informs them that the she-camel has a right to drink water on certain days, while they have their designated days to drink water. This was a test of faith for the Thamud, to see if they would respect the rights of the she-camel as commanded by Allah.",قال هذه ناقة لها شرب ولكم شرب يوم معلوم
3087,26,156,"And do not touch her with [some] mishandling, lest a mighty punishment seize you.","""This verse forbids any harm or mistreatment towards women. It warns that inflicting any wrongdoing upon them will incur a severe punishment from Allah on the Day of Judgement. The verse promotes respect, kindness, and protection towards women.""",ولا تمسوها بسوء فيأخذكم عذاب يوم عظيم
3088,26,157,"So they hamstrung her, and became regretful.","This verse is interpreted as a metaphor for the rejection and mistreatment of the Prophet Muhammad by his people, the Quraysh tribe of Mecca. The she-camel represents the Prophet's message and teachings, which the Quraysh rejected and ""hamstrung"" by persecuting and opposing him. Their subsequent regret symbolizes the realization of their mistake after facing divine punishment for their actions.",فعقروها فأصبحوا نادمين
3089,26,158,"But the punishment seized them. Verily, in this is indeed a sign, yet most of them are not believers.","Allah punished the disbelievers for rejecting His signs and messengers. Their rejection of faith and persistence in disbelief led to their punishment, which serves as a clear lesson and warning for others. However, most people remain heedless and do not believe, despite witnessing such clear signs and evidence.",فأخذهم العذاب إن في ذلك لآية وما كان أكثرهم مؤمنين
3090,26,159,"And verily, your Lord is truly the All-Mighty, the Most Merciful.","This verse highlights two of Allah's most prominent attributes: His Might and Mercy. It emphasizes that although Allah is the Almighty, the One who possesses absolute power and control over all things, He is also infinitely Merciful towards His creation. This combination of attributes should instill a sense of reverence and awe towards Allah, while also giving hope in His infinite compassion and forgiveness.",وإن ربك لهو العزيز الرحيم
3091,26,160,The people of Lot denied the messengers.,"This verse refers to the people of the Prophet Lot, who rejected and disbelieved in the messengers sent to them by Allah. They refused to accept the message of monotheism and engage in immoral acts, such as homosexuality. Their arrogance and persistence in sin ultimately led to their destruction.",كذبت قوم لوط المرسلين
3092,26,161,"When their brother Lut said to them, 'Will you not fear Allah?'","This verse refers to Prophet Lut (peace be upon him) admonishing his people for their immoral and sinful acts, particularly the abominable practice of homosexuality. He warned them to have fear of Allah and refrain from such grave transgressions, as they would incur Allah's wrath and punishment.",إذ قال لهم أخوهم لوط ألا تتقون
3093,26,162,"Indeed, I am to you a trustworthy messenger","This verse emphasizes the truthfulness and trustworthiness of the Prophet Muhammad, peace be upon him, as a messenger sent by Allah. It affirms that he is conveying the divine message faithfully and without any alteration or deception. This statement establishes his credibility and calls upon the people to have faith in the message he is delivering, as it comes from a reliable and honest source appointed by God.",إني لكم رسول أمين
3094,26,163,So fear Allah and obey me.,"This verse commands believers to have fear and consciousness of Allah, and to obey the Prophet Muhammad. It emphasizes the importance of obedience to Allah's commands and the teachings of the Prophet as a means of attaining Allah's pleasure and guidance.",فاتقوا الله وأطيعون
3095,26,164,And I do not ask you for it any payment. My payment is only from the Lord of the worlds.,"The Prophet Muhammad (peace be upon him) is saying that he does not seek any worldly reward or payment from the people for conveying the message of Islam. His reward comes solely from Allah, the Lord and Sustainer of all the worlds. This emphasizes that the Prophet's motivation was not personal gain, but rather a sincere desire to guide people to the truth revealed by the Creator.",وما أسألكم عليه من أجر إن أجري إلا على رب العالمين
3096,26,165,Do you approach males among the worlds?,"This verse is condemning the unnatural act of homosexuality, which was prevalent among some ancient peoples. It questions the people who engage in such acts with males, which goes against the natural order created by Allah.",أتأتون الذكران من العالمين
3097,26,166,And you leave what your Lord has created for you of your spouses? But you are a people transgressing.,"This verse condemns the practice of some people at that time who would abandon their wives and abstain from intimate relations with them, which goes against the natural order established by God. It criticizes their transgression against God's laws and their deviation from the proper purpose of marriage.",وتذرون ما خلق لكم ربكم من أزواجكم بل أنتم قوم عادون
3098,26,167,"They said: 'If you do not desist, O Lut, you will surely be among those who are driven out.'","The disbelievers threatened Prophet Lut that if he did not stop preaching against their immoral acts, especially homosexuality, they would expel him from their town.",قالوا لئن لم تنته يا لوط لتكونن من المخرجين
3099,26,168,"He said, 'Indeed, I am to you from among the critics.'","This verse suggests that the speaker, who is likely a prophet or messenger, is warning the people that he will criticize and point out their misdeeds and wrongdoings. He is taking on the role of an advisor or critic who will hold them accountable for their actions.",قال إني لعملكم من القالين
3100,26,169,"My Lord, save me and my family from what they do",This verse is a supplication (du'a) from a believer asking Allah to save him and his family from the misguided practices and deeds of the disbelievers around them. It expresses the believer's desire to be protected from the negative influence and harmful actions of those who disbelieve and engage in sinful or unrighteous conduct.,رب نجني وأهلي مما يعملون
3101,26,170,"So We saved him and his family, all together.","""This verse refers to the deliverance of Prophet Lut (Lot) and his believing family members from the punishment that befell the people of Sodom and Gomorrah for their grave sins and rejection of the message. It highlights Allah's mercy and protection for those who have faith and obey His commands, as He saved Lut and his followers from the destruction that overtook the disbelieving wrongdoers.""",فنجيناه وأهله أجمعين
3102,26,171,Except an old woman among those who remained behind.,"This verse refers to an old woman who was left behind when the rest of the disbelievers were destroyed. According to the interpretation, Allah spared her life as a sign of His mercy, even though she was among the disbelievers. This shows that Allah's punishment is not indiscriminate, and that He may forgive whom He wills.",إلا عجوزا في الغابرين
3103,26,172,Then We destroyed the others.,"This verse refers to Allah's punishment and destruction of the nations that rejected the message of the Prophets and persisted in disbelief and wrongdoing after being given ample opportunities to repent. It serves as a warning to those who defy Allah's commands that their arrogance and obstinacy will ultimately lead to their downfall, just as previous nations were annihilated for their transgression.",ثم دمرنا الآخرين
3104,26,173,And We rained upon them a rain [of stones]. And evil was the rain of those who were warned.,"""This verse refers to the punishment that Allah inflicted upon the people of Lut (Lot) for their grave sins and transgressions. Despite being warned by Prophet Lut, they persisted in their immoral behavior. As a result, Allah sent down upon them a torrent of stones, which destroyed them completely. The verse emphasizes the severity of the punishment, describing it as an 'evil rain,' as it brought about their destruction for rejecting the warnings of the Prophet.""",وأمطرنا عليهم مطرا فساء مطر المنذرين
3105,26,174,"Indeed, in that is a sign, but most of them were not believers.","This verse indicates that the events or phenomena mentioned in the preceding verses are clear signs and proofs of Allah's power and existence, but sadly, most people fail to recognize or believe in these signs due to their disbelief, stubbornness, or lack of faith.",إن في ذلك لآية وما كان أكثرهم مؤمنين
3106,26,175,"And indeed, your Lord - He is the Exalted in Might, the Most Merciful.","This verse highlights two of Allah's sublime attributes: His Might and Mercy. ""Al-'Azeez"" (the Exalted in Might) signifies Allah's absolute power, dominion, and authority over all creation. Nothing occurs except by His Will and Permission. At the same time, ""Ar-Raheem"" (the Most Merciful) indicates that Allah's infinite Might is tempered by His boundless Mercy towards His servants. He bestows blessings upon them, forgives their sins, and guides them to the Straight Path. This juxtaposition reminds believers to maintain a balance between fearing Allah's Might, which should instill obedience and reverence, and having hope in His Mercy, which should motivate them to turn to Him in repentance and seek His forgiveness.",وإن ربك لهو العزيز الرحيم
3107,26,176,The companions of the wood denied the messengers.,"This verse refers to a group of people who rejected and denied the messengers sent to them by Allah. It condemns their disbelief and warns against following in their footsteps by rejecting divine guidance. The ""companions of the wood"" is a metaphorical reference, possibly alluding to their stubbornness and hardheartedness, likening them to dry wood that is devoid of life and faith.",كذب أصحاب الأيكة المرسلين
3108,26,177,"When Shuaib said to them, 'Will you not fear Allah?'","This verse refers to the Prophet Shuaib addressing his people, warning them to fear Allah and obey His commands. It implies that Shuaib's people were engaged in sinful practices, and he was calling them to righteousness and the worship of the One True God.",إذ قال لهم شعيب ألا تتقون
3109,26,178,"Indeed, I am to you a trustworthy messenger","This verse affirms the truthfulness and trustworthiness of the Prophet Muhammad (peace be upon him) as a messenger sent by Allah. It emphasizes that he is conveying the divine message with utmost sincerity and honesty, and that his words and teachings can be relied upon as coming directly from the Lord.",إني لكم رسول أمين
3110,26,179,So fear Allah and obey me.,"This verse commands believers to have fear and reverence for Allah, the One True God, and to obey the commands of the Prophet Muhammad, peace be upon him, as he was the messenger chosen to convey Allah's message and teachings.",فاتقوا الله وأطيعون
3111,26,180,And I do not ask you for a reward for it. My reward is only from the Lord of the worlds.,"This verse indicates that the Prophet Muhammad (peace be upon him) did not seek any worldly reward or compensation from people for conveying the message of Islam. His sole reward was from Allah, the Lord of all creation. This highlights the sincerity of the Prophet's mission and his selfless dedication to guiding humanity towards the truth.",وما أسألكم عليه من أجر إن أجري إلا على رب العالمين
3112,26,181,Give full measure and do not be of those who cause loss.,"This verse commands believers to be honest and fair in their dealings, particularly in weighing and measuring goods for trade. It prohibits cheating, fraud, or any form of deception that causes loss or harm to others. The interpretation emphasizes the importance of upholding justice, integrity, and accountability in all transactions and interactions with others.",أوفوا الكيل ولا تكونوا من المخسرين
3113,26,182,And weigh with an even balance,"This verse emphasizes the importance of justice and fairness in all dealings, particularly in matters of trade and commerce. It instructs people to use accurate scales and weights, and to be honest and upright in their transactions. The ""even balance"" symbolizes equity, impartiality, and the avoidance of any form of cheating or exploitation. It is a call to uphold ethical principles and to treat others with fairness and integrity.",وزنوا بالقسطاس المستقيم
3114,26,183,"And do not deprive people of their due, nor go about spreading corruption in the land.","This verse prohibits depriving others of their rights and engaging in any corrupt or destructive activities that harm society. It commands Muslims to be just and upright in their dealings, respecting the rights of others and contributing positively to the well-being of their communities. The verse condemns exploitation, dishonesty, and any actions that undermine peace and stability.",ولا تبخسوا الناس أشياءهم ولا تعثوا في الأرض مفسدين
3115,26,184,And fear the One Who created you and the former peoples.,"This verse commands believers to have taqwa (consciousness, fear, and obedience) of Allah, the Creator of all beings, including the earlier generations. It reminds us that just as Allah created us, He also created those who came before us. This instills a sense of accountability, as we will be questioned about our actions just as previous nations were held accountable. It encourages us to learn from their mistakes and strive to obey Allah's commands to avoid the consequences they faced for their disobedience.",واتقوا الذي خلقكم والجبلة الأولين
3116,26,185,"They said, 'You are but one of those bewitched,'","This verse suggests that the disbelievers accused the Prophet Muhammad (peace be upon him) of being under the influence of sorcery or magic. They dismissed his message and claimed that he was merely 'bewitched' or deceived, rather than acknowledging the divine truth he conveyed.",قالوا إنما أنت من المسحرين
3117,26,186,"And you are not but a human being like us, and indeed, we think you are among the liars","This verse is suggesting that the Prophet Muhammad ﷺ is just a human being like the rest of the disbelievers, and that they accuse him of lying about his prophethood and the message of Islam he is conveying.",وما أنت إلا بشر مثلنا وإن نظنك لمن الكاذبين
3118,26,187,"Then cause a piece of the sky to fall upon us, if you are one of the truthful.","This verse is a challenge from the disbelievers to Prophet Muhammad, peace be upon him. They are mockingly asking him to cause a piece of the sky to fall on them as a punishment, if he is truly a messenger from God. Their demand stems from their arrogance and rejection of the truth. The verse highlights their obstinacy and unwillingness to accept the message of Islam, even in the face of clear proofs and signs.",فأسقط علينا كسفا من السماء إن كنت من الصادقين
3119,26,188,My Lord knows best what you do.,"This verse implies that Allah is All-Knowing and fully aware of the deeds and actions of His servants. It serves as a reminder that nothing is hidden from Allah, and that He will hold people accountable for their actions on the Day of Judgment. The interpretation emphasizes Allah's perfect knowledge and encourages people to be mindful of their deeds, as they will be judged accordingly.",قال ربي أعلم بما تعملون
3120,26,189,"But they denied him, so the punishment of the day of darkness seized them. Indeed, it was the punishment of a tremendous Day.","This verse refers to the people who rejected the message of the Prophet and denied his warnings. As a result, they were seized by a severe punishment on a day of darkness and gloom, described as ""the punishment of a tremendous Day."" This could be a reference to the punishment they faced in this world, such as a natural disaster or calamity that engulfed them, or it could allude to the punishment they will face in the Hereafter for their disbelief and rejection of the truth.",فكذبوه فأخذهم عذاب يوم الظلة إنه كان عذاب يوم عظيم
3121,26,190,"Indeed, in that is a sign, but most of them were not believers.","This verse highlights the fact that despite the clear signs and evidence of Allah's existence and power, most people remain disbelievers. The signs mentioned refer to the various proofs and miracles that Allah has presented, such as the creation of the universe, the intricate design of living beings, and the divine revelations. However, the verse laments that the majority of people fail to recognize these signs and persist in their disbelief, rejecting the guidance and truth that Allah has sent. It serves as a reminder of the importance of having faith and being among those who believe in Allah and His signs.",إن في ذلك لآية وما كان أكثرهم مؤمنين
3122,26,191,"And indeed, your Lord - He is the Exalted in Might, the Most Merciful.","This verse emphasizes two of Allah's sublime attributes: His Might and Mercy. It highlights that Allah is Al-'Azeez (the Exalted in Might), the One who is Supreme in power, glory, and dominion over all creation. At the same time, He is Ar-Raheem (the Most Merciful), the One who bestows immense grace, compassion, and mercy upon His servants. This juxtaposition reminds us that while Allah is Almighty and Exalted, He is also infinitely Merciful, treating His creation with kindness and forgiveness.",وإن ربك لهو العزيز الرحيم
3123,26,192,"And indeed, it is a revelation from the Lord of the worlds.","This verse affirms that the Qur'an is a divine revelation sent down from Allah, the Lord and Sustainer of all the worlds and creations. It emphasizes the divine origin and authority of the Qur'an, which is not merely a human composition but a sublime scripture revealed by the Almighty to guide humanity.",وإنه لتنزيل رب العالمين
3124,26,193,The Trustworthy Spirit has brought it down,"This verse refers to the Angel Gabriel, who is described as the Trustworthy Spirit (Ar-Ruh Al-Ameen). It indicates that the Qur'an was revealed by Allah through the medium of Gabriel, who faithfully conveyed the divine message without any alteration or distortion.",نزل به الروح الأمين
3125,26,194,"Upon your heart, that you may be of the warners","This verse indicates that the Qur'an has been revealed upon the heart of the Prophet Muhammad, peace be upon him, so that he may warn people and convey the divine message as one of the warners sent by Allah. The phrase ""upon your heart"" signifies that the Qur'an was imprinted on the Prophet's heart, enabling him to receive, understand, and convey its teachings with certainty and clarity.",على قلبك لتكون من المنذرين
3126,26,195,In a clear Arabic tongue,"This verse indicates that the Qur'an was revealed in the clear and eloquent Arabic language, which was the language of the Arabs to whom it was first revealed. This highlights the Qur'an's accessibility and clarity for its intended audience, as well as the beauty and eloquence of its Arabic language.",بلسان عربي مبين
3127,26,196,"And indeed, it is in the scriptures of the former peoples.","This verse affirms that the Qur'an contains the same essential teachings and guidance as the previous divine scriptures revealed to earlier prophets and messengers. It emphasizes the continuity and universality of God's message throughout different eras and nations. The ""former peoples"" refers to previous nations who received divine revelations, such as the followers of Prophet Moses and Prophet Jesus. The verse suggests that the Qur'an is a reaffirmation and continuation of the fundamental truths and moral principles revealed in earlier scriptures, rather than a completely new or contradictory message.",وإنه لفي زبر الأولين
3128,26,197,Is it not a sign for them that the learned scholars of the Children of Israel know it?,This verse suggests that the existence of learned Jewish scholars who recognize the truth of the Qur'an and the prophethood of Muhammad is a clear sign and evidence for the people. Their knowledge and acceptance of the Qur'an should be sufficient proof for others to believe in its divine origin and message.,أولم يكن لهم آية أن يعلمه علماء بني إسرائيل
3129,26,198,And if We had sent this (Qur'an) down to one of the non-Arabs,"The interpretation is that if the Qur'an had been revealed to a non-Arab who did not speak Arabic, the disbelievers would have objected and said: ""Why is it not in our language that we can understand?"" This shows Allah's wisdom in choosing an Arab, Prophet Muhammad (peace be upon him), to receive the Qur'an in the Arabic language so that no one could raise this objection.",ولو نزلناه على بعض الأعجمين
3130,26,199,"So he recited it to them, but they would not believe in what they were promised.","This verse suggests that despite the clear recitation of God's message by the Prophet, the disbelievers stubbornly refused to accept the truth and believe in the promises and warnings contained therein. It highlights their arrogant rejection of faith, even in the face of undeniable evidence.",فقرأه عليهم ما كانوا به مؤمنين
3131,26,200,Thus have We caused it to enter into the hearts of the sinners.,"This verse indicates that Allah has allowed disbelief and sinfulness to firmly take root in the hearts of those who persistently reject faith and engage in wrongdoing. Their denial and disobedience are a result of Allah's decree, as a consequence of their own choices and actions. However, Allah does not force anyone to disbelieve or sin; rather, He guides those who seek guidance and allows others to go astray if they choose to reject the truth.",كذلك سلكناه في قلوب المجرمين
3132,26,201,They will not believe in it until they see the painful punishment,"This verse suggests that some people will remain stubborn in their disbelief and rejection of the divine message until they witness severe punishment or dire consequences for their denial. It implies that mere preaching or reasoning may not be enough to convince them, and they will persist in their obstinacy until faced with a tangible and painful reality that shakes their complacency.",لا يؤمنون به حتى يروا العذاب الأليم
3133,26,202,It will come to them suddenly while they perceive not.,"This verse warns that the punishment or reckoning from Allah will come unexpectedly and suddenly upon the disbelievers or wrongdoers, catching them unaware and unprepared. It emphasizes the element of surprise and the inability of people to perceive or anticipate the coming of Allah's judgment, which will strike them when they least expect it.",فيأتيهم بغتة وهم لا يشعرون
3134,26,203,"And they will say, 'Shall we be reprieved?'","This verse suggests that the disbelievers will ask if they will be granted a delay or respite from the punishment on the Day of Resurrection, expressing their desire to postpone the inevitable reckoning for their sins and disbelief.",فيقولوا هل نحن منظرون
3135,26,204,Then do they seek to hasten Our punishment?,"This verse questions the disbelievers who mockingly ask for Allah's punishment to be hastened upon them, showing their arrogance and lack of faith. The interpretation is a warning against such behavior and a reminder that Allah's punishment is inevitable for those who reject faith, but it will come at the appointed time, not according to their demands.",أفبعذابنا يستعجلون
3136,26,205,"Have you seen, if We were to grant them enjoyment for years",This verse questions whether allowing people to indulge in worldly pleasures for an extended period would make them grateful or cause them to become arrogant and ungrateful. It implies that granting long-term enjoyment can test one's faith and lead some to forget God's favors and become heedless.,أفرأيت إن متعناهم سنين
3137,26,206,Then there came to them what they were promised.,"This verse implies that the disbelievers who rejected the warnings of the Prophets were eventually met with the punishment they were threatened with for their denial and disobedience. It serves as a reminder that Allah's promises, whether of reward or punishment, will inevitably be fulfilled.",ثم جاءهم ما كانوا يوعدون
3138,26,207,But what they used to enjoy availed them not.,"This verse implies that the worldly pleasures and comforts that the disbelievers indulged in were of no benefit to them on the Day of Judgment. Their wealth, status, and material possessions did not save them from the punishment of Allah. It serves as a reminder that true success lies in faith and righteous deeds, not in temporary worldly indulgences.",ما أغنى عنهم ما كانوا يمتعون
3139,26,208,And We did not destroy any town but it had warners,"Allah is stating that He never punished or destroyed any nation or town without first sending warners and messengers to guide them to the truth and warn them of the consequences of persisting in disbelief and disobedience. This demonstrates Allah's justice and mercy, as He does not punish anyone without first making the truth clear to them and giving them a chance to repent.",وما أهلكنا من قرية إلا لها منذرون
3140,26,209,"A reminder, and We were not unjust.","This verse suggests that the revelation of the Qur'an is a reminder and a mercy from Allah. It emphasizes that Allah is just and does not wrong anyone. The Qur'an serves as a reminder of the truth, guidance, and the consequences of one's actions. Allah does not punish anyone unjustly; rather, people bear the consequences of their own choices and deeds.",ذكرى وما كنا ظالمين
3141,26,210,And it is not the evil ones who have brought it down,"This verse denies that the Qur'an was revealed by devils or evil spirits. It affirms that the Qur'an is a divine revelation from Allah, free from any satanic influence or fabrication.",وما تنزلت به الشياطين
3142,26,211,"And it is not for them, nor are they able.","This verse emphasizes that the disbelievers have no right or ability to object to the revelations of Allah. They lack the authority and capacity to challenge or reject the divine guidance provided in the Qur'an. Their objections and rejections stem from their own arrogance and stubbornness, not from any valid reasoning or evidence.",وما ينبغي لهم وما يستطيعون
3143,26,212,"Indeed, they are deprived of hearing.","This verse suggests that the disbelievers are spiritually deaf, unable to comprehend the truth and guidance of the divine message. Their hearts and minds are closed off to receiving the teachings of the Qur'an, rendering them isolated from the path of righteousness and salvation.",إنهم عن السمع لمعزولون
3144,26,213,"So do not invoke with Allah another deity, lest you be among those who will be punished.","Allah commands us not to associate any partners with Him in worship, as doing so would lead to severe punishment in the Hereafter. This verse emphasizes the importance of pure monotheism (Tawheed) and the grave sin of associating others with Allah (Shirk).",فلا تدع مع الله إلها آخر فتكون من المعذبين
3145,26,214,"And warn your closest kindred,",This verse instructs the Prophet Muhammad (peace be upon him) to first warn and convey the message of Islam to his closest relatives and tribe before addressing others. It emphasizes the importance of starting the call to guidance with one's immediate family and community.,وأنذر عشيرتك الأقربين
3146,26,215,And lower your wing to the believers who follow you.,"This verse instructs the Prophet Muhammad, peace be upon him, to be humble, gentle, and kind towards the believers who follow his teachings. The phrase ""lower your wing"" is a metaphor for being humble, courteous, and compassionate. It encourages the Prophet to treat his followers with kindness, humility, and patience, and to be a source of comfort and protection for them, like a bird that gently covers its young ones with its wings.",واخفض جناحك لمن اتبعك من المؤمنين
3147,26,216,"But if they disobey you, then say, 'I am free from what you are doing.'","If the people you are calling to Islam reject your message and refuse to obey Allah's commands, then you should disassociate yourself from their actions and declare that you are innocent of the sins and wrongdoings they commit. You have conveyed the truth, but they have chosen to reject it, so you are not responsible for their disobedience.",فإن عصوك فقل إني بريء مما تعملون
3148,26,217,"And put your trust in the Exalted in Might, the Merciful.","This verse encourages the believers to place their complete trust and reliance in Allah, Who is Al-'Azeez (the Exalted in Might, the Almighty) and Ar-Raheem (the Most Merciful). It reminds us that Allah alone is the source of all power and strength, and that His mercy encompasses everything. By putting our trust in Him, we acknowledge His absolute control over all affairs and seek His guidance and assistance in all matters.",وتوكل على العزيز الرحيم
3149,26,218,"Who sees you when you stand up,","This verse suggests that Allah is All-Aware and All-Seeing. It implies that He witnesses all our actions and movements, even when we stand up from our places, which is a subtle and seemingly insignificant act. Therefore, we should be conscious of Allah's presence and watchfulness at all times.",الذي يراك حين تقوم
3150,26,219,And your turning over among those who prostrate.,"This verse refers to the Prophet Muhammad's (peace be upon him) practice of prostrating during prayer and his inclusion among the worshippers who humble themselves before Allah. It highlights his devotion and submission to the Divine, setting an example for believers to follow.",وتقلبك في الساجدين
3151,26,220,"Indeed, it is He who is the All-Hearing, the All-Knowing","This verse highlights two of Allah's sublime attributes: His all-encompassing Hearing and His all-encompassing Knowledge. It emphasizes that Allah hears every sound, no matter how faint or distant, and knows everything that occurs in the universe, whether apparent or hidden. This should instill a sense of reverence, accountability, and mindfulness in the believers, as Allah is fully aware of their words, deeds, and innermost thoughts.",إنه هو السميع العليم
3152,26,221,Shall I inform you upon whom the devils descend?,This verse implies that the devils or evil influences descend upon those who indulge in sinful acts such as lying and slandering others. The Qur'an warns against succumbing to such satanic whispers and encourages maintaining truthfulness and moral integrity.,هل أنبئكم على من تنزل الشياطين
3153,26,222,It descends upon every sinful liar.,"This verse suggests that the Qur'an, or divine revelation, descends upon and exposes those who are sinful liars and spreaders of falsehood. It serves as a warning against dishonesty, deception, and fabricating lies, as the truth will ultimately prevail and unveil those who are wicked and untruthful.",تنزل على كل أفاك أثيم
3154,26,223,"They listen to the hearing, and most of them are liars.","This verse implies that while some people may appear to be listening attentively, their true nature is one of dishonesty and deception. It serves as a warning against blindly trusting those who outwardly seem receptive, as their actions may contradict their words. The verse encourages discernment and caution in dealings with others.",يلقون السمع وأكثرهم كاذبون
3155,26,224,"And as for the poets, the deviators follow them.",This verse suggests that those who are misguided or have deviated from the truth tend to follow the poets. It implies that the poets may present ideas or perspectives that appeal to or influence those who have strayed from the right path. The Qur'an seems to caution against being led astray by the words or influence of poets who do not adhere to divine guidance.,والشعراء يتبعهم الغاوون
3156,26,225,Have you not seen that they wander blindly in every valley?,"This verse is criticizing those who are misguided and follow their desires blindly without any guidance or direction. They are likened to people wandering aimlessly in valleys, without any clear purpose or path to follow. It highlights their confused and lost state, as they stray from the straight path and embrace falsehood instead of truth.",ألم تر أنهم في كل واد يهيمون
3157,26,226,And that they say what they do not do,"This verse criticizes those who preach virtues but do not practice them in their own lives. It condemns hypocrisy and the contradiction between one's words and actions. The interpretation is that true faith requires consistency between one's beliefs and deeds, and that merely professing something without living by it is insincere and unacceptable.",وأنهم يقولون ما لا يفعلون
3158,26,227,"Except those who believe, do righteous deeds, remember Allah much, and defend themselves after they have been wronged. And those who do wrong will come to know what final return they will be returned to.","This verse is an exception to the previous verses describing the state of disbelievers. It highlights the qualities of true believers: having faith, performing good deeds, frequent remembrance of Allah, and defending themselves against oppression without exceeding limits. It promises that the wrongdoers will ultimately face the consequences of their actions and return to Allah for judgment.",إلا الذين آمنوا وعملوا الصالحات وذكروا الله كثيرا وانتصروا من بعد ما ظلموا وسيعلم الذين ظلموا أي منقلب ينقلبون
3159,27,1,Ṭā Sīn. These are the verses of the Qur'an and a clear Book.,"""This surah begins with the letters 'Ṭā Sīn', which are among the disjointed or separated letters that appear at the beginning of some chapters of the Qur'an. Their precise meaning is known only to Allah. However, they serve as an affirmation that the Qur'an is indeed the Word of Allah and a reminder of its inimitable linguistic and literary nature. The verse then declares that the verses that follow are from the Qur'an, which is a clear and enlightening Book, providing guidance and wisdom to humanity.""",طس تلك آيات القرآن وكتاب مبين
3160,27,2,A guidance and good tidings for the believers,"This verse indicates that the Qur'an serves as a guide and source of glad tidings for those who have faith and believe in Allah. It provides spiritual guidance, moral teachings, and the promise of reward and salvation for the believers.",هدى وبشرى للمؤمنين
3161,27,3,"Those who establish prayer and give zakah, and they are certain of the Hereafter.","This verse refers to the true believers who fulfill the obligations of prayer and charity, and have firm faith in the Day of Judgment and the life after death. It emphasizes the importance of both spiritual and practical acts of worship, as well as unwavering belief in the ultimate accountability before God.",الذين يقيمون الصلاة ويؤتون الزكاة وهم بالآخرة هم يوقنون
3162,27,4,"Indeed, those who do not believe in the Hereafter - We have made pleasing to them their deeds, so they wander blindly.","This verse refers to the disbelievers who deny the existence of the Hereafter and the Day of Judgment. Allah has made their evil deeds seem attractive and pleasing to them in this worldly life, so they continue to indulge in sin and disobedience without fear of consequences. Their disbelief has blinded them from the truth, causing them to wander aimlessly like someone lost in darkness, unable to find the right path.",إن الذين لا يؤمنون بالآخرة زينا لهم أعمالهم فهم يعمهون
3163,27,5,"Those are the ones for whom is the worst of punishment, and in the Hereafter they will be the greatest losers.","This verse refers to those who reject faith and disobey Allah's commands. They will face a severe punishment in this life and the Hereafter, where they will be the ultimate losers, deprived of any reward or salvation. The interpretation emphasizes the grave consequences of disbelief and warns against prioritizing worldly gains over eternal bliss.",أولئك الذين لهم سوء العذاب وهم في الآخرة هم الأخسرون
3164,27,6,"And indeed, you receive the Qur'an from the presence of One Wise and Knowing.","This verse affirms that the Qur'an is revealed by Allah, Who is All-Wise and All-Knowing. It highlights the divine origin and wisdom behind the Qur'anic revelations, indicating that they are not mere words of a human being, but rather the Word of God, the Sole Creator, who possesses absolute wisdom and knowledge.",وإنك لتلقى القرآن من لدن حكيم عليم
3165,27,7,"When Moses said to his family, 'Indeed, I have perceived a fire. I will bring you from there information or will bring you a burning torch that you may warm yourselves.'","This verse describes the incident when Prophet Moses saw a fire while traveling with his family. He told them that he would go and investigate the fire, either to bring them news or a burning torch to warm themselves. The fire turned out to be a manifestation of God, who then spoke to Moses and appointed him as a prophet. This marked the beginning of Moses' mission to confront Pharaoh and deliver the Children of Israel from bondage.",إذ قال موسى لأهله إني آنست نارا سآتيكم منها بخبر أو آتيكم بشهاب قبس لعلكم تصطلون
3166,27,8,"But when it came to her, she was called: 'Blessed is whoever is in the Fire and whoever is about it. And exalted is Allah, Lord of the worlds.'","This verse refers to the incident when the fire that Abraham was thrown into by Nimrod became a garden for him. The interpretation is that when the fire approached Mary (the mother of Jesus), it was addressed and told that it has been made a source of peace and blessing for those in it and around it, by the command of Allah, the Lord of the worlds.",فلما جاءها نودي أن بورك من في النار ومن حولها وسبحان الله رب العالمين
